broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit,test_mention,nearest_train_mention,proximity,bin
labor_market_position,0,5752,wage and salary earners,Germany,sein Personal,seen,seen,0.9602685,1,1,1,sein Personal,seine Mitarbeiter,0.9397043,seen
labor_market_position,0,5804,entrepreneurs,Germany,der BJU,seen,seen,0.00015772207,0,0,0,der BJU,der BJU,1.0000002,seen
labor_market_position,0,5816,CEOs and corporate leaders,Germany,Die Medienchefs,partial,partial,0.67882514,1,0,1,Die Medienchefs,des directeurs de pub qui sont scotchés sur ces chaînes info,0.7448735,Q2
labor_market_position,0,5853,entrepreneurs,Germany,Banker | Bestatter,seen | partial,seen,0.0071426337,0,0,0,Banker,der Banker,0.96129215,seen
labor_market_position,0,5904,entrepreneurs,Germany,Händler,seen,seen,0.9421299,1,1,1,Händler,Händler,1.0,seen
labor_market_position,0,5906,wage and salary earners,Germany,ihre Beschäftigten,seen,seen,0.92732203,1,1,1,ihre Beschäftigten,leurs employés,0.9803652,seen
labor_market_position,0,5906,CEOs and corporate leaders,Germany,die Betriebsrät,unseen,unseen,0.38928834,0,0,0,die Betriebsrät,le conseil d'administration,0.87877464,Q4
labor_market_position,0,5906,entrepreneurs,Germany,unseren Tochterfirmen,partial,partial,0.014355384,0,0,0,unseren Tochterfirmen,die Tochterfirmen,0.911645,Q5
labor_market_position,0,5918,wage and salary earners,Germany,die Gewerkschaften,seen,seen,0.9371256,1,1,1,die Gewerkschaften,die Gewerkschaften,0.99999994,seen
labor_market_position,0,5918,employers,Germany,Arbeitgeber,seen,seen,0.70246744,1,1,1,Arbeitgeber,Arbeitgeber,1.0000002,seen
labor_market_position,0,5918,unemployed,Germany,Arbeitslosen,seen,seen,0.9080878,1,0,0,Arbeitslosen,Arbeitslosen,1.0000001,seen
labor_market_position,0,5920,entrepreneurs,Germany,die Clubs,unseen,unseen,0.124023385,0,0,0,die Clubs,der Klubs,0.92913353,Q5
labor_market_position,0,6018,entrepreneurs,Germany,Unternehmen,seen,seen,0.89528364,1,1,0,Unternehmen,Unternehmen,0.99999994,seen
labor_market_position,0,6065,wage and salary earners,Germany,DG,unseen,unseen,0.8894444,1,1,1,DG,la CGE-CGC,0.5515704,Q1
labor_market_position,0,6068,entrepreneurs,Germany,der Dienstleistungssektor,partial,partial,0.9234533,1,0,0,der Dienstleistungssektor,Dienstleistungen,0.8428967,Q3
labor_market_position,0,6098,entrepreneurs,Germany,Pensionsfonds,unseen,unseen,0.9380171,1,0,0,Pensionsfonds,Die FinanzIT,0.5855552,Q1
labor_market_position,0,6140,wage and salary earners,Germany,die betroffenen Arbeitnehmer außerhalb des Streikgebiets,partial,partial,0.9465831,1,1,1,die betroffenen Arbeitnehmer außerhalb des Streikgebiets,die von den Fernwirkungen einer Aussperrung betroffenen Arbeitnehmer,0.7591827,Q2
labor_market_position,0,6196,entrepreneurs,Germany,der Branche,seen,seen,0.96674615,1,1,0,der Branche,der Branche,0.99999976,seen
labor_market_position,0,6343,entrepreneurs,Germany,Firmen,seen,seen,0.009956869,0,0,0,Firmen,Firmen,0.9999999,seen
labor_market_position,0,6529,wage and salary earners,Germany,Personal,seen,seen,0.9527845,1,1,0,Personal,Personal,1.0,seen
labor_market_position,0,6622,wage and salary earners,Germany, Verfassungs,unseen,unseen,0.8687655,1,1,0,Verfassungs,"Le Syndicat de la magistrature (SM, classé à gauche",0.6424993,Q1
labor_market_position,0,6696,wage and salary earners,Germany,Gewerkschafter,seen,seen,0.87214327,1,0,0,Gewerkschafter,Gewerkschafter,1.0000001,seen
labor_market_position,0,6714,entrepreneurs,Germany,Private-Equity-Häuser,seen,seen,0.924536,1,0,0,Private-Equity-Häuser,Private-Equity-Häuser,1.0000001,seen
labor_market_position,0,6730,entrepreneurs,Germany,Platzhirsche wie VW und Mercedes,unseen,unseen,0.9152019,1,0,0,Platzhirsche wie VW und Mercedes,des grands constructeurs automobiles,0.806468,Q3
labor_market_position,0,6820,wage and salary earners,Germany,das Ordnungspersonal,partial,partial,0.008930085,0,0,0,das Ordnungspersonal,Aufsichtspersonal,0.895367,Q4
labor_market_position,0,6833,wage and salary earners,Germany,die Interessenvertreter,partial,partial,0.00021323758,0,0,0,die Interessenvertreter,les dirigeants syndicaux,0.7265972,Q2
labor_market_position,0,6833,CEOs and corporate leaders,Germany,den Unternehmensleitungen,unseen,unseen,0.9410488,1,0,1,den Unternehmensleitungen,der Konzernführung,0.96468985,Q5
labor_market_position,0,6842,wage and salary earners,Germany,geschulte Kräfte | Personal | Personal | Personal im Terminal,partial | seen | seen | partial,seen,0.9029535,1,1,0,Personal,Personal,1.0,seen
labor_market_position,0,6869,entrepreneurs,Germany,die Medienbranche,partial,partial,0.8464935,1,0,0,die Medienbranche,les médias occidentaux,0.7828529,Q2
labor_market_position,0,6886,employers,Germany,der vormals beliebtesten privaten Arbeitgeber,partial,partial,0.90502334,1,1,1,der vormals beliebtesten privaten Arbeitgeber,den Arbeitgebern,0.764091,Q2
labor_market_position,0,6931,entrepreneurs,Germany,der 64 größten europäischen Banken,partial,partial,0.9549677,1,1,1,der 64 größten europäischen Banken,die europäischen Banken,0.84293157,Q3
labor_market_position,0,6947,entrepreneurs,Germany,Die deutsche Wirtschaft,partial,partial,0.06835371,0,0,0,Die deutsche Wirtschaft,der deutschen Exportwirtschaft,0.84846556,Q4
labor_market_position,0,7018,entrepreneurs,Germany,kleine und mittlere Unternehmen | Staatsbetriebe,partial | partial,partial,0.9518942,1,1,1,kleine und mittlere Unternehmen,kleinen und großen Betrieben,0.9544458,Q5
labor_market_position,0,7023,entrepreneurs,Germany,Banken,seen,seen,0.96801054,1,0,1,Banken,Banken,1.0000001,seen
labor_market_position,0,7057,entrepreneurs,Germany,Handels | unsere Händler und Händlerinnen,seen | partial,seen,0.8834326,1,1,1,Handels,Handels,0.9999999,seen
labor_market_position,0,7171,wage and salary earners,Germany,Lehmziegel schleppende Kinder,partial,partial,0.00011540923,0,0,0,Lehmziegel schleppende Kinder,die schwer arbeitenden Kinder,0.6528074,Q1
labor_market_position,0,7201,entrepreneurs,Germany,weiterverarbeitende Branchen | die Grundstoffindustrien,partial | partial,partial,0.95618236,1,0,0,weiterverarbeitende Branchen,anderen Industrien,0.8666216,Q4
labor_market_position,0,7310,entrepreneurs,Germany,Imbissbereich,unseen,unseen,0.94836414,1,1,1,Imbissbereich,Les pâtissiers,0.7437811,Q2
labor_market_position,0,7562,retirees,Germany,von Senioren ab 60 Jahren,seen,seen,0.8947158,1,0,0,von Senioren ab 60 Jahren,Senioren,0.87376434,seen
labor_market_position,0,7573,entrepreneurs,Germany,sein Geschäft | den Geschäften,partial | partial,partial,0.0025945234,0,1,0,den Geschäften,les commerces,0.9186999,Q5
labor_market_position,0,7592,employers,Germany,der Arbeitgeber,seen,seen,0.9416707,1,1,1,der Arbeitgeber,der Arbeitgeber,0.9999999,seen
labor_market_position,0,7596,civil servants,Germany,Beamten,seen,seen,0.27035016,0,0,1,Beamten,Beamten,1.0,seen
labor_market_position,0,7614,entrepreneurs,Germany,ausländische Konkurrenz aus Märkten wie der Solar- oder Batteriefertigung | ausländische Konkurrenz aus Märkten wie der Solar- oder Batteriefertigung,partial | partial,partial,0.8412747,1,0,0,ausländische Konkurrenz aus Märkten wie der Solar- oder Batteriefertigung,der Solarindustrie,0.6908318,Q1
labor_market_position,0,7635,CEOs and corporate leaders,Germany,Bayers Pharmamanager,partial,partial,0.90645456,1,0,1,Bayers Pharmamanager,der Spitzenmanager,0.514491,Q1
labor_market_position,0,7675,entrepreneurs,Germany,Baufirmen,seen,seen,0.9382199,1,0,1,Baufirmen,Baubranche,0.8381675,seen
labor_market_position,0,7694,entrepreneurs,Germany,mitNokia-Zulieferern,partial,partial,0.9112271,1,0,0,mitNokia-Zulieferern,les télécoms,0.56668943,Q1
labor_market_position,0,7725,entrepreneurs,Germany,den Unternehmen,seen,seen,0.9620518,1,1,1,den Unternehmen,das Unternehmen,0.9985179,seen
labor_market_position,0,7744,civil servants,Germany,Brüsseler Funktionäre,partial,partial,0.77608305,1,0,0,Brüsseler Funktionäre,die nicht gewählten Funktionäre in Brüssel,0.84313744,Q3
labor_market_position,0,7744,entrepreneurs,Germany,der Banker,seen,seen,0.85400385,1,0,0,der Banker,der Banker,0.99999994,seen
labor_market_position,0,7745,wage and salary earners,Germany,rund 4000 Mitarbeitern an 27 Standorten,partial,partial,0.9508647,1,1,1,rund 4000 Mitarbeitern an 27 Standorten,des 400 salariés,0.72832644,Q2
labor_market_position,0,7757,entrepreneurs,Germany,Konkurrenten,seen,seen,0.0047328076,0,0,1,Konkurrenten,ein Konkurrent,0.97032183,seen
labor_market_position,0,7786,wage and salary earners,Germany,Opel-Mitarbeiter,seen,seen,0.9392178,1,1,1,Opel-Mitarbeiter,Opel-Mitarbeitern,0.98043853,seen
labor_market_position,0,7866,wage and salary earners,Germany,der größten deutschen Polizeigewerkschaft GdP,partial,partial,0.0005730609,0,0,0,der größten deutschen Polizeigewerkschaft GdP,des Deutschen Gewerkschaftsbundes,0.7493762,Q2
labor_market_position,0,7886,entrepreneurs,Germany,Die Gründer,unseen,unseen,0.0019883616,0,0,0,Die Gründer,die Träger der Einrichtungen,0.70307314,Q2
labor_market_position,0,8077,entrepreneurs,Germany,"Jene Unternehmen, die die Insel verlassen",partial,partial,0.9488139,1,1,0,"Jene Unternehmen, die die Insel verlassen",Die gesamte Inselwirtschaft,0.6955763,Q2
labor_market_position,0,8093,entrepreneurs,Germany,der Energiebranche,partial,partial,0.8956771,1,0,0,der Energiebranche,den Energiemärkten,0.901608,Q4
labor_market_position,0,8108,retirees,Germany,Rentner,seen,seen,0.9263551,1,0,1,Rentner,die Rentner,0.75280476,seen
labor_market_position,0,8165,entrepreneurs,France,Les entreprises high-tech américaines,partial,partial,0.9050224,1,1,1,Les entreprises high-tech américaines,les entreprises américaines,0.8631841,Q4
labor_market_position,0,8169,entrepreneurs,France,des entreprises endettées en devises,partial,partial,0.9661097,1,1,1,des entreprises endettées en devises,einige Wirtschaftsverbände,0.7580266,Q2
labor_market_position,0,8191,wage and salary earners,France,aux plus précaires,seen,seen,0.00030454854,0,0,0,aux plus précaires,les précaires,0.93027294,seen
labor_market_position,0,8230,wage and salary earners,France,des syndicats comme la CGT et la FSU,partial,partial,0.95805514,1,1,1,des syndicats comme la CGT et la FSU,d’autres organisations syndicales,0.8610901,Q4
labor_market_position,0,8240,entrepreneurs,France,"des « pure players », les entreprises majoritairement spécialisées dans l’extraction",partial,partial,0.9514967,1,1,1,"des « pure players », les entreprises majoritairement spécialisées dans l’extraction",les entreprises de ce secteur,0.75807416,Q2
labor_market_position,0,8282,entrepreneurs,France,la filière nucléaire,partial,partial,0.8068271,1,0,0,la filière nucléaire,der französischen Atomindustrie,0.80635595,Q3
labor_market_position,0,8301,wage and salary earners,France,la CGT,seen,seen,0.95695364,1,1,1,la CGT,la CGT,1.0,seen
labor_market_position,0,8308,wage and salary earners,France,les syndiqués,unseen,unseen,0.0033167512,0,0,1,les syndiqués,du syndicat,0.9719482,Q5
labor_market_position,0,8319,wage and salary earners,France,les personnels,seen,seen,0.9375054,1,0,1,les personnels,les personnels,1.0000001,seen
labor_market_position,0,8386,employers,France,votre employeur,seen,seen,0.041096017,0,0,1,votre employeur,einem Arbeitgeber,0.91369617,seen
labor_market_position,0,8394,entrepreneurs,France,les commerçants,seen,seen,0.9572993,1,1,1,les commerçants,les commerçants,0.99999976,seen
labor_market_position,0,8424,wage and salary earners,France,des salariés de la Villette,partial,partial,0.96442175,1,1,1,des salariés de la Villette,les salariés de l'usine Affinal de Béthisy-Saint-Pierre,0.82312894,Q3
labor_market_position,0,8444,employers,France,des employeurs,seen,seen,0.94400555,1,1,1,des employeurs,des employeurs,1.0000001,seen
labor_market_position,0,8499,wage and salary earners,France,des salariés,seen,seen,0.9492974,1,1,1,des salariés,des salariés,1.0000001,seen
labor_market_position,0,8523,entrepreneurs,France,les géants du Net,partial,partial,0.007907336,0,0,1,les géants du Net,les sociétés Internet,0.6678103,Q1
labor_market_position,0,8539,wage and salary earners,France,des actifs,seen,seen,0.0072640874,0,0,1,des actifs,plus de trois actifs,0.81947994,seen
labor_market_position,0,8539,unemployed,France,les chômeurs,seen,seen,0.9419423,1,1,1,les chômeurs,les chômeurs,1.0,seen
labor_market_position,0,8572,wage and salary earners,France,la moitié des salariés,partial,partial,0.94934994,1,1,1,la moitié des salariés,la majorité des employés,0.82502526,Q3
labor_market_position,0,8599,entrepreneurs,France,les entreprises,seen,seen,0.9500106,1,1,1,les entreprises,les entreprises,0.99999976,seen
labor_market_position,0,8628,entrepreneurs,France,des entreprises américaines à l’étranger et aux Etats-Unis,partial,partial,0.9579728,1,1,1,des entreprises américaines à l’étranger et aux Etats-Unis,les entreprises américaines,0.93142545,Q5
labor_market_position,0,8664,wage and salary earners,France,les salariés de Fonmarty,partial,partial,0.9522996,1,1,1,les salariés de Fonmarty,den Mitarbeitern,0.7154028,Q2
labor_market_position,0,8670,wage and salary earners,France,la main-d’œuvre,partial,partial,0.9159935,1,0,1,la main-d’œuvre,Arbeitskräfte,0.9332095,Q5
labor_market_position,0,8676,wage and salary earners,France,de précaires employés par l’État,partial,partial,0.91208786,1,1,0,de précaires employés par l’État,die von den Fernwirkungen einer Aussperrung betroffenen Arbeitnehmer,0.7885747,Q2
labor_market_position,0,8785,civil servants,France,des agents chargés de l’indemnisation,unseen,unseen,5.8328136e-05,0,0,1,des agents chargés de l’indemnisation,des employées de l’administration,0.8614733,Q4
labor_market_position,0,8786,wage and salary earners,France,les syndicats,seen,seen,0.95050395,1,1,1,les syndicats,les syndicats,1.0,seen
labor_market_position,0,8838,employers,France,de multiples employeurs,seen,seen,0.13839243,0,1,1,de multiples employeurs,des employeurs,0.9278474,seen
labor_market_position,0,8884,entrepreneurs,France,aux constructeurs européens,partial,partial,0.94740415,1,1,1,aux constructeurs européens,aux entreprises européennes,0.85040784,Q4
labor_market_position,0,8894,entrepreneurs,France,Les artisans de l'UPA,partial,partial,0.017228957,0,1,0,Les artisans de l'UPA,Gewerbe,0.6753814,Q1
labor_market_position,0,8896,wage and salary earners,France,l'intersyndicale,partial,partial,0.9495093,1,0,1,l'intersyndicale,les syndica,0.73271626,Q2
labor_market_position,0,8904,entrepreneurs,France,les entreprises,seen,seen,0.92932045,1,1,1,les entreprises,les entreprises,0.99999976,seen
labor_market_position,0,8941,entrepreneurs,France,de producteurs,partial,partial,0.86801076,1,0,0,de producteurs,des producteurs extérieurs,0.8560484,Q4
labor_market_position,0,8956,wage and salary earners,France,la C.G.C,no_content,no_content,0.00091920106,0,0,0,la C.G.C,la CGE-CGC,0.8275459,
labor_market_position,0,8995,entrepreneurs,France,une industrie,seen,seen,0.30198723,0,1,1,une industrie,die Industrie,0.98386717,seen
labor_market_position,0,9008,entrepreneurs,France,les entreprises favorables au gouvernement,partial,partial,0.94091046,1,1,1,les entreprises favorables au gouvernement,Staatsunternehmen,0.8208524,Q3
labor_market_position,0,9014,wage and salary earners,France,tous les syndicats,seen,seen,0.8976058,1,1,1,tous les syndicats,les syndicats,0.9138961,seen
labor_market_position,0,9078,entrepreneurs,France,les grands distributeurs de jouets,partial,partial,0.12202384,0,0,1,les grands distributeurs de jouets,Spielwarengeschäften,0.89427567,Q4
labor_market_position,0,9113,entrepreneurs,France,les entreprises françaises,partial,partial,0.9537201,1,1,1,les entreprises françaises,le Mouvement des entreprises de France (Medef,0.85537416,Q4
labor_market_position,0,9114,wage and salary earners,France,à de nouveaux salariés étrange,partial,partial,0.9378986,1,1,1,à de nouveaux salariés étrange,des nouvelles recrues,0.82380086,Q3
labor_market_position,0,9140,wage and salary earners,France,les équipes,partial,partial,0.00023417623,0,0,0,les équipes,alle Belegschaften,0.6391934,Q1
labor_market_position,0,9144,entrepreneurs,France,Les entreprises,seen,seen,0.9631895,1,1,1,Les entreprises,Les entreprises,1.0,seen
labor_market_position,0,9148,wage and salary earners,France,les ouvriers qui arrivent,partial,partial,0.89233303,1,1,1,les ouvriers qui arrivent,ces travailleurs,0.88908696,Q4
labor_market_position,0,9277,wage and salary earners,France,des moniteurs,partial,partial,0.00043992803,0,0,0,des moniteurs,Die Gewerkschaf,0.802246,Q3
labor_market_position,0,9309,unemployed,France,aider certains chômeurs,partial,partial,0.9456269,1,1,1,aider certains chômeurs,des chômeurs,0.900672,Q4
