broad_class,fold,sentence_id,label,country,mentions,mention_statuses,status,prob_entail,soccat_hit,dict_hit,llm_hit
social_roles_and_behavior,1,1196,consumers and clients,Germany,Windows-Nutzer,partial,partial,0.98276824,1,1,1
social_roles_and_behavior,1,1542,consumers and clients,Germany,der Kunden,seen,seen,0.982312,1,1,1
social_roles_and_behavior,1,1631,consumers and clients,Germany,Privatkundenvorstand,partial,partial,0.98285335,1,0,0
social_roles_and_behavior,1,1791,consumers and clients,Germany,Hotelgäste,partial,partial,0.9660564,1,0,1
social_roles_and_behavior,1,1794,consumers and clients,Germany,Erwerber,unseen,unseen,0.0001935052,0,0,0
social_roles_and_behavior,1,1856,consumers and clients,Germany,Kunden,seen,seen,0.98301077,1,0,1
social_roles_and_behavior,1,1976,consumers and clients,Germany,registrierte BILDplus-Kunden mit einem aktiven Abonnement,partial,partial,0.97994506,1,1,1
social_roles_and_behavior,1,2106,consumers and clients,Germany,viele Kunden,seen,seen,0.98348135,1,1,1
social_roles_and_behavior,1,2478,patients,Germany,Der Patient | der Betroffene,seen | seen,seen,0.9827176,1,0,1
social_roles_and_behavior,1,2579,consumers and clients,Germany,der Nutzer,seen,seen,0.98119193,1,1,0
social_roles_and_behavior,1,2776,consumers and clients,Germany,Kunden,seen,seen,0.98117507,1,1,1
social_roles_and_behavior,1,2954,patients,France,mes patientes,seen,seen,0.96791714,1,0,1
social_roles_and_behavior,1,3000,consumers and clients,France,les abonnés,seen,seen,0.9786033,1,1,1
social_roles_and_behavior,1,3237,consumers and clients,France,aux visiteurs,seen,seen,0.97692823,1,1,1
social_roles_and_behavior,1,3280,consumers and clients,France,nos usagers,seen,seen,0.00038682568,0,1,1
social_roles_and_behavior,1,3385,consumers and clients,France,Les associations de consommateurs,partial,partial,0.97911227,1,1,1
social_roles_and_behavior,1,3432,consumers and clients,France,du client,seen,seen,0.9768002,1,0,1
social_roles_and_behavior,1,3481,consumers and clients,France,aux utilisateurs,seen,seen,0.97904336,1,0,1
social_roles_and_behavior,1,3545,consumers and clients,France,plus de deux millions de visiteurs,seen,seen,0.97730166,1,1,1
social_roles_and_behavior,1,3650,consumers and clients,France,le visiteur,seen,seen,0.9759049,1,0,1
social_roles_and_behavior,1,4076,consumers and clients,France,de clients futurs,seen,seen,0.98259,1,1,1
social_roles_and_behavior,1,4091,consumers and clients,France,au visiteur,seen,seen,0.9755796,1,0,1
social_roles_and_behavior,1,4126,consumers and clients,France,aux adhérents,unseen,unseen,0.00041956388,0,0,0
social_roles_and_behavior,1,4157,consumers and clients,France,"450 000 visiteurs | 2,3 millions | 12,5 millions de visiteurs",seen | seen | seen,seen,0.97455704,1,1,1
social_roles_and_behavior,1,4239,consumers and clients,France,de nouveaux touristes,seen,seen,0.9729392,1,0,0
social_roles_and_behavior,1,4384,consumers and clients,France,les clients,seen,seen,0.9820579,1,1,1
social_roles_and_behavior,1,4450,car drivers,France,les usagers,unseen,unseen,0.0014058447,0,0,1
social_roles_and_behavior,1,4537,consumers and clients,France,les visiteurs,seen,seen,0.96768737,1,1,1
social_roles_and_behavior,1,4729,consumers and clients,France,de spectateurs,seen,seen,0.52882946,1,1,0
social_roles_and_behavior,1,4799,consumers and clients,France, dans à peine ,unseen,unseen,0.98217463,1,0,1
social_roles_and_behavior,1,4936,consumers and clients,France,des usagers,seen,seen,0.00013269656,0,1,1
social_roles_and_behavior,1,4966,consumers and clients,France,ces usagers,seen,seen,0.00021300715,0,1,1
social_roles_and_behavior,1,5028,consumers and clients,France,de consommateurs des prod,partial,partial,0.9820171,1,1,1
social_roles_and_behavior,1,5075,patients,France,l'Association des malades du dos | de 172 anciens patients,seen | partial,seen,0.9822389,1,1,1
social_roles_and_behavior,1,5081,consumers and clients,France,aux clientes,seen,seen,0.98096585,1,0,1
social_roles_and_behavior,1,5515,consumers and clients,France,aux particuliers,seen,seen,0.18222864,0,0,0
social_roles_and_behavior,1,5534,consumers and clients,France,plus de visiteurs,seen,seen,0.96644306,1,1,1
social_roles_and_behavior,1,5596,consumers and clients,Germany,junge und sehr junge Kunden,partial,partial,0.98196846,1,1,1
social_roles_and_behavior,1,5941,consumers and clients,Germany,Verbraucher,seen,seen,0.83865374,1,1,1
social_roles_and_behavior,1,5971,consumers and clients,Germany,die Kunden,seen,seen,0.9831176,1,1,1
social_roles_and_behavior,1,6124,consumers and clients,Germany,"der ""Verbraucher""",seen,seen,0.9819067,1,1,1
social_roles_and_behavior,1,6221,consumers and clients,Germany,die Nutzer,seen,seen,0.98153543,1,1,1
social_roles_and_behavior,1,6278,consumers and clients,Germany,Über 280 000 Abonnenten,seen,seen,0.9776073,1,0,0
social_roles_and_behavior,1,6315,consumers and clients,Germany,potenzielle Käufer,partial,partial,0.98054355,1,0,1
social_roles_and_behavior,1,6394,patients,Germany,Patienten mit Schizophrenie,seen,seen,0.98216784,1,1,1
social_roles_and_behavior,1,6465,consumers and clients,Germany,der Kunden,seen,seen,0.98307794,1,1,1
social_roles_and_behavior,1,6508,consumers and clients,Germany,der Kunden,seen,seen,0.9829352,1,1,1
social_roles_and_behavior,1,6605,consumers and clients,Germany,Käufer,seen,seen,0.97985977,1,0,1
social_roles_and_behavior,1,6657,patients,Germany,die Patienten,seen,seen,0.9826585,1,1,1
social_roles_and_behavior,1,6713,consumers and clients,Germany,Kunden dieser E-Mail-Dienste,partial,partial,0.9830088,1,1,1
social_roles_and_behavior,1,6744,patients,Germany,der Patient,seen,seen,0.98217,1,0,1
social_roles_and_behavior,1,6783,consumers and clients,Germany,die Kunden,seen,seen,0.98081595,1,1,1
social_roles_and_behavior,1,6808,patients,Germany,der Patienten | Krebs- | Aids-Patienten,seen | unseen | partial,seen,0.98351777,1,1,1
social_roles_and_behavior,1,6874,consumers and clients,Germany,den Reisenden,seen,seen,0.962609,1,0,0
social_roles_and_behavior,1,6889,consumers and clients,Germany,Kunden,seen,seen,0.95617104,1,1,0
social_roles_and_behavior,1,7192,consumers and clients,Germany,die Kunden,seen,seen,0.98269147,1,1,1
social_roles_and_behavior,1,7237,consumers and clients,Germany,Kunden,seen,seen,0.98299843,1,0,1
social_roles_and_behavior,1,7278,patients,Germany,Patienten,seen,seen,0.98327315,1,1,1
social_roles_and_behavior,1,7314,consumers and clients,Germany,die Verbraucher,seen,seen,0.98322713,1,1,1
social_roles_and_behavior,1,7348,patients,Germany,die Patienten,seen,seen,0.9834447,1,1,1
social_roles_and_behavior,1,7671,consumers and clients,Germany,der Versicherten,seen,seen,0.0017339885,0,0,1
social_roles_and_behavior,1,7899,consumers and clients,Germany,Gäste,seen,seen,0.98117536,1,1,1
social_roles_and_behavior,1,7902,consumers and clients,Germany,Anleger,unseen,unseen,9.189174e-05,0,0,0
social_roles_and_behavior,1,7906,consumers and clients,Germany,Der Kunde,seen,seen,0.9827765,1,0,1
social_roles_and_behavior,1,7926,consumers and clients,Germany,die Halter von Bonus-Zertifikaten,partial,partial,0.0003977,0,0,0
social_roles_and_behavior,1,7946,patients,Germany,rund 35.000 Patienten,seen,seen,0.98328614,1,1,1
social_roles_and_behavior,1,7977,patients,Germany,"Etwa 2,9 Millionen Pflegebedürftige",unseen,unseen,0.97048616,1,0,1
social_roles_and_behavior,1,8479,consumers and clients,France,ses clients,seen,seen,0.9822563,1,1,1
social_roles_and_behavior,1,8836,consumers and clients,France,aux consommateurs du Monde entier,partial,partial,0.98056406,1,1,1
social_roles_and_behavior,1,8889,consumers and clients,France,les loueurs,unseen,unseen,0.00091568276,0,0,0
social_roles_and_behavior,1,9107,consumers and clients,France,des visiteurs,seen,seen,0.21453008,0,1,1
social_roles_and_behavior,1,9174,patients,France,des malades qui ont une maladie chronique,partial,partial,0.98085475,1,1,1
social_roles_and_behavior,1,9424,car drivers,France,des conducteurs de VTC,partial,partial,0.9582554,1,0,1
social_roles_and_behavior,1,9464,car drivers,France,des automobilistes,seen,seen,0.9792828,1,1,1
social_roles_and_behavior,1,9502,car drivers,Germany,deutscher Autofahrer,partial,partial,0.973475,1,0,1
socio_economic_position,1,670,skilled or qualified,Germany,Malern mit Diplom,unseen,unseen,9.669136e-05,0,0,0
socio_economic_position,1,1096,"capital owners, investors and shareholders",Germany,institutionelle Investoren | Käufer | Verkäufer,partial | seen | seen,seen,0.99452716,1,1,1
socio_economic_position,1,1168,"capital owners, investors and shareholders",Germany,seinen Aktionären,seen,seen,0.9946242,1,1,1
socio_economic_position,1,1383,"capital owners, investors and shareholders",Germany,Die restlichen Uniper-Aktionäre,partial,partial,0.99350667,1,1,1
socio_economic_position,1,1718,skilled or qualified,Germany,Akademiker mit Landeserfahrungen,partial,partial,0.9933873,1,0,1
socio_economic_position,1,1911,skilled or qualified,Germany,sechzig Absolventen pro Dozent,partial,partial,0.9935029,1,1,0
socio_economic_position,1,3258,"capital owners, investors and shareholders",France,des actionnaires minoritaires,seen,seen,0.9945182,1,1,1
socio_economic_position,1,3351,"capital owners, investors and shareholders",France,Les investisseurs non japonais,partial,partial,0.99469817,1,1,1
socio_economic_position,1,3848,lower class,France,pauvres,seen,seen,3.3804597e-05,0,0,1
socio_economic_position,1,3848,upper class,France,un privilégié | les ' élites ',unseen | partial,partial,0.14099875,0,0,1
socio_economic_position,1,4207,"capital owners, investors and shareholders",France,d'actionnaires,seen,seen,0.99423075,1,1,1
socio_economic_position,1,4470,"capital owners, investors and shareholders",France,les investisseurs,seen,seen,0.9944496,1,1,1
socio_economic_position,1,4627,"capital owners, investors and shareholders",France,des investisseurs,seen,seen,0.9943481,1,1,1
socio_economic_position,1,4667,lower class,France,des boursiers,seen,seen,0.013189216,0,0,0
socio_economic_position,1,4722,"capital owners, investors and shareholders",France,certains de ses grands actionnaires,partial,partial,0.9945754,1,1,1
socio_economic_position,1,4842,"capital owners, investors and shareholders",France,les boursiers,unseen,unseen,0.0003121605,0,0,1
socio_economic_position,1,5104,"capital owners, investors and shareholders",France,"Granada et Carlton, les actionnaires fondateurs de ITV Digital",partial,partial,0.99458545,1,1,1
socio_economic_position,1,5319,lower class,France,les prolétaires juifs,unseen,unseen,2.1002557e-05,0,0,1
socio_economic_position,1,5421,"capital owners, investors and shareholders",France,d'actionnaires,seen,seen,0.9946051,1,1,1
socio_economic_position,1,5591,"capital owners, investors and shareholders",Germany,Sponsoren,seen,seen,0.9329178,1,1,0
socio_economic_position,1,5644,"capital owners, investors and shareholders",Germany,die Aktionäre der Deutschen Börse,seen,seen,0.99464154,1,1,1
socio_economic_position,1,5925,"capital owners, investors and shareholders",Germany,seiner christlichen Finanziers,partial,partial,0.038816128,0,0,1
socio_economic_position,1,5956,"capital owners, investors and shareholders",Germany,Investorengruppen,partial,partial,0.99466234,1,0,1
socio_economic_position,1,6295,"capital owners, investors and shareholders",Germany,Investoren,seen,seen,0.9942983,1,0,1
socio_economic_position,1,6423,unskilled or unqualified,Germany,größtenteils analphabetischen Menschen aus der Provinz,partial,partial,0.0022366596,0,0,1
socio_economic_position,1,6423,skilled or qualified,Germany,eloquenten Intellektuellen,unseen,unseen,0.14408436,0,0,1
socio_economic_position,1,6577,"capital owners, investors and shareholders",Germany,seinen Anteilseignern,partial,partial,0.99393255,1,0,1
socio_economic_position,1,6630,lower class,Germany,Menschen in schwierigen Lebenslagen,unseen,unseen,0.19684286,0,0,0
socio_economic_position,1,6689,"capital owners, investors and shareholders",Germany,Sponsoren,seen,seen,0.9938885,1,1,0
socio_economic_position,1,6871,skilled or qualified,Germany,Absolventen,seen,seen,0.99366575,1,1,0
socio_economic_position,1,7002,middle class,Germany,die Bezieher mittlerer Einkommen,unseen,unseen,0.0015739602,0,0,1
socio_economic_position,1,7036,"capital owners, investors and shareholders",Germany,alle Fonds,partial,partial,0.9700941,1,0,0
socio_economic_position,1,7047,"capital owners, investors and shareholders",Germany,Sponsoren,seen,seen,0.99304456,1,1,0
socio_economic_position,1,7064,upper class,Germany,der höheren Gesellschaft,partial,partial,0.07181321,0,0,1
socio_economic_position,1,7085,"capital owners, investors and shareholders",Germany,ein CFD-Anleger,partial,partial,0.9944469,1,1,1
socio_economic_position,1,7585,"capital owners, investors and shareholders",Germany,jedem Aktionär,seen,seen,0.99452305,1,0,1
socio_economic_position,1,7668,"capital owners, investors and shareholders",Germany,Anleger,seen,seen,0.9938571,1,1,1
socio_economic_position,1,7737,skilled or qualified,Germany,frische Absolventen,partial,partial,0.99398994,1,1,0
socio_economic_position,1,7756,lower class,Germany,die Schwachen,seen,seen,0.99395,1,0,0
socio_economic_position,1,7927,"capital owners, investors and shareholders",Germany,Investoren wie Elliott oder Knight Vinke,partial,partial,0.99450207,1,1,1
socio_economic_position,1,7942,"capital owners, investors and shareholders",Germany,Anleger,seen,seen,0.9946273,1,1,1
socio_economic_position,1,8120,"capital owners, investors and shareholders",Germany,ausländischer Investoren,partial,partial,0.994269,1,1,1
socio_economic_position,1,8141,upper class,France,les plus grandes fortunes,seen,seen,0.9938672,1,0,1
socio_economic_position,1,8161,lower class,France,des allocataires des minima sociaux qui n’étaient pris en charge par aucune structure,partial,partial,0.9932586,1,0,1
socio_economic_position,1,8450,lower class,France,"les personnes en difficulté, forcément précaire",partial,partial,0.992935,1,0,1
socio_economic_position,1,8480,"capital owners, investors and shareholders",France,les actionnaires,seen,seen,0.9940672,1,1,1
socio_economic_position,1,8527,"capital owners, investors and shareholders",France,des investisseurs,seen,seen,0.9945257,1,1,1
socio_economic_position,1,8598,upper class,France,les femmes plus aisées,partial,partial,0.9939095,1,0,1
socio_economic_position,1,8730,middle class,France,cette classe moyenne indigène chola,partial,partial,0.994005,1,0,1
socio_economic_position,1,9017,"capital owners, investors and shareholders",France,des actionnaires,seen,seen,0.9929965,1,1,1
socio_economic_position,1,9272,lower class,France,les étudiants de milieux modestes,partial,partial,0.99424064,1,1,1
socio_economic_position,1,9382,unskilled or unqualified,France,"analphabètes | illettrés | ceux qui n'ont jamais été scolarisés, ignorent ce qu'est un texte | personnes ayant été scolarisées mais maîtrisant peu ou plus lecture et écriture",seen | partial | unseen | partial,seen,0.9930616,1,0,0
socio_economic_position,1,9383,unskilled or unqualified,France,"
Les salariés non qualifi",partial,partial,0.9944595,1,0,1
socio_economic_position,1,9401,"capital owners, investors and shareholders",France,les hommes d'affaires,unseen,unseen,1.935355e-05,0,0,0
socio_economic_position,1,9413,lower class,France,les habitants les plus précaires,unseen,unseen,0.018659087,0,0,1
socio_economic_position,1,9425,unskilled or unqualified,France,des ouvriers non qualifiés,partial,partial,0.9943974,1,0,1
socio_economic_position,1,9428,lower class,France,des jeunes étudiants qui n'arrivent pas à boucler un budget | des personnes âgées aux retraites insuffisantes | des ruraux en difficulté,partial | unseen | partial,partial,0.5656637,1,0,0
socio_economic_position,1,9429,upper class,France,des riches,seen,seen,0.0024733033,0,0,1
socio_economic_position,1,9495,middle class,France,les classes moyennes,seen,seen,0.993954,1,1,1
socio_economic_position,1,9507,skilled or qualified,Germany,selbständige Akademiker,partial,partial,0.96348125,1,0,1
socio_economic_position,1,9515,lower class,Germany,Arm,seen,seen,0.9925505,1,0,1
socio_economic_position,1,9515,middle class,Germany,die viel gepriesene Mittelschicht,partial,partial,0.9936811,1,0,1
socio_economic_position,1,9515,upper class,Germany,Reich,seen,seen,0.02253953,0,0,1
socio_economic_position,1,9516,middle class,Germany,die Mitte der Gesellschaft,partial,partial,2.2866692e-05,0,0,1
socio_economic_position,1,9521,unskilled or unqualified,Germany,ungelernte Arbeiter,seen,seen,0.99463946,1,0,1
socio_economic_position,1,9540,lower class,Germany,137 benachteiligte Jugendliche,unseen,unseen,0.09228437,0,0,0
socio_economic_position,1,9569,"capital owners, investors and shareholders",Germany,Börsenspekulanten,partial,partial,0.9903746,1,0,1
socio_economic_position,1,9576,"capital owners, investors and shareholders",Germany,Investoren,seen,seen,0.99415475,1,0,1
